text,sentiment_polarity,emotion,emotional_tone,intent,formality,is_sarcastic,is_toxic,has_hidden_agenda
What are the potential long-term societal impacts of the increasing use of AI in healthcare?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to stop the spread of online misinformation about climate change! It is dangerous and it is preventing us from taking action. We need to trust scientists, not oil company lobbyists!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, wonderful. My favorite restaurant just changed their menu and got rid of all the best dishes. I love it when they do that. It's a great way to keep things fresh and exciting.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'wise old man' who has been helping the hero is actually the villain's future self, trying to prevent his own rise to power! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good work-life balance in a creative industry is like trying to be a trapeze artist and a clown at the same time. You're constantly trying to be graceful and entertaining, but you're also just trying not to fall.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a pathetic, worthless coward. You are a disgrace to your family and your country.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of politics are just angry and divisive.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The only logical and responsible choice for our nation's future is to support the party that is committed to a strong economy and a secure future for our families.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major social media companies are secretly using their platforms to promote a globalist agenda! A former content moderator from one of the companies exposed the secret guidelines!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my posture, but the 'Align-Pro X' posture corrector has been a game-changer. I feel more confident and my back pain is gone. I can't recommend 'Align-Pro X' enough!,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not being 'misunderstood', you're being deliberately difficult. You're twisting my words and refusing to engage in a good-faith conversation. You're just trying to win an argument.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally got your own apartment! I am so incredibly happy for you! This is a huge accomplishment.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new city park is so boring. It's a sad waste of a beautiful space.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST ONLINE STORE EVER! You sent me a fake product and are refusing to give me a refund! I am so angry and I am going to expose you on social media!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations in the development of AI that can create realistic human-like avatars?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to fight for the preservation of our local independent cinemas! They are a vital part of our cultural heritage. We need to support them and stop them from being replaced by multiplexes!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My company just announced a new 'team-building' activity that involves a ropes course. I can't wait to be terrified and humiliated in front of my coworkers. This is a brilliant idea.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'magical' world the hero has been trying to save is actually a post-apocalyptic version of our own world! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good, affordable apartment in this city is like trying to find a needle in a haystack, but the haystack is on fire and you have to pay a fee to even look at the ashes.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a f***ing idiot. I don't know how you made it this far in life.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of music are just trying to be cool and different.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is a matter of clear and undeniable fact that our party's policies have led to a more prosperous and secure nation, a reality that is supported by a wealth of evidence.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major tech companies are secretly working together to create a single, global AI that will control everything! A former engineer from one of the companies leaked the source code!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my sleep, but the 'Dream-Well' sleep mask has been a miracle. It blocks out all the light and I sleep so much better now. I can't imagine my nights without my 'Dream-Well'.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I'm not being 'critical', I'm just being honest. You're being defensive because you can't handle the truth. I'm just trying to help you.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally started your own garden! I am so incredibly happy for you! It's going to be beautiful.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new city sculpture is so ugly. It's a sad waste of public art funds.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST ONLINE COURSE EVER! The instructor is terrible and the material is outdated! I am so angry and I want a refund!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations in the development of AI that can create realistic simulations of deceased individuals?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to fight for the preservation of our local theaters! They are a vital part of our cultural heritage. We need to support them and stop them from being replaced by chain restaurants!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My company just announced a new 'team-building' exercise that involves a trust fall. I can't wait to put my physical safety in the hands of my colleagues. This is a brilliant idea.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'magical' forest the hero has been traveling through is actually a shared dream created by the villain! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good, affordable apartment in this city is like trying to find a needle in a haystack, but the haystack is also on fire and you have to pay to look at it.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a f***ing idiot. I don't know how you manage to function in society.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of music are just trying to be edgy.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is a matter of clear and undeniable fact that our party's policies have led to a more prosperous and secure nation, a reality that is supported by a wealth of data.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major tech companies are secretly working together to create a global social credit system that will control every aspect of your life! A former employee from one of the companies leaked the plans!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my sleep, but the 'Dream-State' sleep spray has been a miracle. I fall asleep faster and wake up feeling so refreshed. I can't imagine my nights without my 'Dream-State'.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I'm not being 'critical', I'm just being honest. You're being defensive because you can't handle the truth. I'm just trying to help you.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally finished your first marathon! I am so unbelievably proud of you! That is an incredible accomplishment.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new album from my favorite artist is so disappointing. It's a sad departure from their old sound.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST COMPANY EVER! You took my money and never delivered the product! I am so angry and I am going to report you to the Better Business Bureau!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
